nbr	zone_color_id	x_world_grid	y_world_grid	top_z	bottom_z	zone_name	coords?[0]	coords?[1]	coords?[2]	coords?[3]	coords?[4]	coords?[5]	unk02	map	dupa
206	245	25	11	30000.00000000	-30000.00000000	a,Eastern Mining Zone\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
207	245	25	12	30000.00000000	-30000.00000000	a,Eastern Mining Zone\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
208	244	23	24	30000.00000000	-30000.00000000	a,Alligator Beach\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
209	244	24	18	30000.00000000	-30000.00000000	a,Plains of Glory\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
210	243	24	17	30000.00000000	-30000.00000000	a,Fields of Massacre\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
211	243	25	17	30000.00000000	-30000.00000000	a,Fields of Massacre\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
212	245	24	18	30000.00000000	-30000.00000000	a,War-Torn Plains\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
213	245	25	18	30000.00000000	-30000.00000000	a,War-Torn Plains\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
214	244	23	21	30000.00000000	-30000.00000000	a,Gorgon Flower Garden\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
215	244	23	22	30000.00000000	-30000.00000000	a,Gorgon Flower Garden\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
216	245	22	21	30000.00000000	-30000.00000000	a,Breka's Stronghold\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
217	245	22	22	30000.00000000	-30000.00000000	a,Breka's Stronghold\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
218	244	17	20	30000.00000000	-30000.00000000	a,Spider Nest\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
219	244	18	20	30000.00000000	-30000.00000000	a,Spider Nest\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
220	251	18	19	30000.00000000	-30000.00000000	a,Black Rock Hill\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
221	251	18	20	30000.00000000	-30000.00000000	a,Black Rock Hill\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
222	251	19	19	30000.00000000	-30000.00000000	a,Black Rock Hill\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
223	251	19	20	30000.00000000	-30000.00000000	a,Black Rock Hill\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
224	244	19	18	30000.00000000	-30000.00000000	a,Shilen's Garden\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
225	244	20	18	30000.00000000	-30000.00000000	a,Shilen's Garden\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
226	244	21	18	30000.00000000	-30000.00000000	a,Shilen's Garden\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
227	245	18	20	30000.00000000	-30000.00000000	a,Forest of Sacrifice\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
228	245	19	20	30000.00000000	-30000.00000000	a,Forest of Sacrifice\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
229	244	19	21	30000.00000000	-30000.00000000	a,Evil Hunting Grounds\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
230	244	20	21	30000.00000000	-30000.00000000	a,Evil Hunting Grounds\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
231	244	22	19	30000.00000000	-30000.00000000	a,Timak Outpost\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
232	244	22	20	30000.00000000	-30000.00000000	a,Timak Outpost\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
233	245	22	17	30000.00000000	-30000.00000000	a,Outlaw Forest\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
234	245	22	18	30000.00000000	-30000.00000000	a,Outlaw Forest\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
235	245	23	17	30000.00000000	-30000.00000000	a,Outlaw Forest\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
236	245	23	18	30000.00000000	-30000.00000000	a,Outlaw Forest\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
237	253	23	20	30000.00000000	-30000.00000000	a,Hunters Valley\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
238	244	22	18	30000.00000000	-30000.00000000	a,Forest of Evil\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
239	253	22	18	30000.00000000	-30000.00000000	a,Ivory Tower Crater\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
240	255	22	18	-4633.00000000	-30000.00000000	a,Ivory Tower Crater\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
241	244	20	23	30000.00000000	-30000.00000000	a,Plains of Dion\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
242	245	20	22	30000.00000000	-30000.00000000	a,Floran Agricultural Area\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
243	245	20	23	30000.00000000	-30000.00000000	a,Floran Agricultural Area\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
244	243	20	22	30000.00000000	-30000.00000000	a,Dion Hills\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
245	243	21	22	30000.00000000	-30000.00000000	a,Dion Hills\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
246	245	19	22	30000.00000000	-30000.00000000	a,Windawood Manor\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
247	245	19	23	30000.00000000	-30000.00000000	a,Windawood Manor\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
248	245	19	24	30000.00000000	-30000.00000000	a,Ol Mahum Checkpoint\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
249	245	17	20	30000.00000000	-30000.00000000	a,Fellmere Harvesting Grounds\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
250	245	17	21	30000.00000000	-30000.00000000	a,Fellmere Harvesting Grounds\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
251	245	18	21	30000.00000000	-30000.00000000	a,Fellmere Harvesting Grounds\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
252	251	18	21	30000.00000000	-30000.00000000	a,The Ruined Bend\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
253	251	18	22	30000.00000000	-30000.00000000	a,The Ruined Bend\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
254	251	19	22	30000.00000000	-30000.00000000	a,The Ruined Bend\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
255	244	17	22	30000.00000000	-30000.00000000	a,Windmill Hill\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
256	244	17	23	30000.00000000	-30000.00000000	a,Windmill Hill\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
257	244	18	22	30000.00000000	-30000.00000000	a,Windmill Hill\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
258	244	18	23	30000.00000000	-30000.00000000	a,Windmill Hill\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
259	244	16	24	30000.00000000	-30000.00000000	a,Talking Island, Northern Territory\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
260	244	16	25	30000.00000000	-30000.00000000	a,Talking Island, Northern Territory\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
261	244	16	26	30000.00000000	-30000.00000000	a,Talking Island, Northern Territory\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
262	245	17	24	30000.00000000	-30000.00000000	a,Talking Island, Eastern Territory\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
263	245	17	25	30000.00000000	-30000.00000000	a,Talking Island, Eastern Territory\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
264	245	17	26	30000.00000000	-30000.00000000	a,Talking Island, Eastern Territory\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
265	245	18	25	30000.00000000	-30000.00000000	a,Talking Island, Eastern Territory\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
266	245	18	26	30000.00000000	-30000.00000000	a,Talking Island, Eastern Territory\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
267	251	20	23	30000.00000000	-30000.00000000	a,Dion Arena\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
268	16	0	0	30000.00000000	-30000.00000000	a,Goddard Territory\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
269	255	24	16	30000.00000000	-30000.00000000	a,Town of Goddard\0	1565	1038	140256	-64320	1024	1024	0.05000000	a,map_godard_castle_town\0	0
270	254	24	16	30000.00000000	-30000.00000000	a,Goddard Castle\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
271	253	24	16	30000.00000000	-30000.00000000	a,Garden of Beasts\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
272	255	24	14	30000.00000000	-30000.00000000	a,Hot Springs\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
273	254	25	14	-1910.00000000	-4268.00000000	a,Forge of the Gods, Upper Level\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
274	254	25	14	-4270.00000000	-300000.00000000	a,Forge of the Gods, Lower Level\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
275	254	25	14	30000.00000000	-1900.00000000	a,Hall of Flames\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
276	254	26	14	30000.00000000	-30000.00000000	a,Valakas' Lair\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
277	255	24	15	30000.00000000	-30000.00000000	a,Ketra Orc Outpost\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
278	255	25	15	30000.00000000	-30000.00000000	a,Imperial Tomb\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
279	247	25	15	30000.00000000	-4400.00000000	a,Imperial Tomb\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
280	254	25	15	30000.00000000	-30000.00000000	a,Pilgrim's Temple\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
281	252	25	15	30000.00000000	-30000.00000000	a,Sepulcher of Conquerors\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
282	251	25	15	30000.00000000	-30000.00000000	a,Sepulcher of Rulers\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
283	249	25	15	-5600.00000000	-30000.00000000	a,Sepulcher of Great Sages\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
284	250	25	15	-5600.00000000	-30000.00000000	a,Sepulcher of Judges\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
285	247	25	15	-5600.00000000	-30000.00000000	a,Sepulcher of Judges\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
286	253	25	15	30000.00000000	-30000.00000000	a,Four Sepulchers\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
287	255	25	16	30000.00000000	-30000.00000000	a,Wall of Argos\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
288	254	25	16	30000.00000000	-30000.00000000	a,Shrine of Loyalty\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
289	255	23	16	30000.00000000	-30000.00000000	a,Varka Silenos Barracks\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
290	17	0	0	30000.00000000	-30000.00000000	a,Rune Territory\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
291	254	21	16	30000.00000000	-30000.00000000	a,Rune Township\0	1016	1062	29760	-55808	1024	1024	0.05000000	a,map_rune_village\0	0
292	253	21	16	30000.00000000	-30000.00000000	a,Rune Harbor\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
293	253	21	15	30000.00000000	-30000.00000000	a,Windtail Waterfall\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
294	255	21	15	30000.00000000	-30000.00000000	a,Beast Farm\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
295	254	22	15	30000.00000000	-30000.00000000	a,Valley of Saints\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
296	254	21	15	30000.00000000	-30000.00000000	a,Valley of Saints\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
297	254	23	15	30000.00000000	-30000.00000000	a,Valley of Saints\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
298	255	21	16	30000.00000000	-30000.00000000	a,Forest of the Dead\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
299	253	22	16	30000.00000000	-3490.00000000	a,Swamp of Screams\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
300	253	22	15	30000.00000000	-3490.00000000	a,Swamp of Screams\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
301	253	23	16	30000.00000000	-3490.00000000	a,Swamp of Screams\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
302	252	23	16	30000.00000000	-30000.00000000	a,Devil's Pass\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
303	249	16	12	30000.00000000	-30000.00000000	a,Dimensional Rift\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
304	255	25	14	30000.00000000	-30000.00000000	a,Forge of the Gods, Upper Level\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
305	255	25	20	30000.00000000	-30000.00000000	a,The Forest of Mirrors\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
306	253	19	23	-3700.00000000	-30000.00000000	a,Ant Incubator\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
307	253	19	23	30000.00000000	-4400.00000000	a,Wasteland\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
308	251	21	21	30000.00000000	-30000.00000000	a,Death Pass\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
309	251	23	21	30000.00000000	-30000.00000000	a,Death Pass\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
310	252	21	16	30000.00000000	-30000.00000000	a,Cursed Village\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
311	18	0	0	30000.00000000	-30000.00000000	a,Olympiad Stadium\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
312	254	23	16	30000.00000000	-30000.00000000	a,Varka Silenos Village\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
313	253	24	15	30000.00000000	-30000.00000000	a,Ketra Orc Village\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
314	254	23	21	30000.00000000	-30000.00000000	a,Hardin's Academy\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
315	249	20	16	30000.00000000	-1300.00000000	a,Rune Castle\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
316	246	19	16	-5600.00000000	-30000.00000000	a,The Pagan Temple\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
317	253	22	16	-3500.00000000	-30000.00000000	a,Stakato Nest\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
318	246	22	16	30000.00000000	-30000.00000000	a,Stakato Nest\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
321	244	25	15	-4500.00000000	-5500.00000000	a,The Last Imperial Tomb\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
322	254	24	14	30000.00000000	-30000.00000000	a,Rainbow Springs Chateau\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
323	222	21	15	30000.00000000	-30000.00000000	a,Wild Beast Reserve\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
324	235	21	17	30000.00000000	-30000.00000000	a,Fortress of the Dead\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
325	239	22	13	30000.00000000	-30000.00000000	a,Schuttgart Castle\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
326	210	22	13	30000.00000000	-30000.00000000	a,Town of Schuttgart\0	1268	605	77344	-147392	1024	1024	0.05000000	a,map_town_of_schuttgart\0	0
327	235	21	14	30000.00000000	-30000.00000000	a,Valley of the Lords\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
328	249	23	12	30000.00000000	-30000.00000000	a,Mining Zone Passage\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
329	207	23	13	30000.00000000	-30000.00000000	a,Plunderous Plains\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
330	244	23	14	30000.00000000	-30000.00000000	a,Frozen Labyrinth\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
331	247	23	14	30000.00000000	-30000.00000000	a,Freya's Garden\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
332	253	22	14	30000.00000000	-30000.00000000	a,Pavel Ruins\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
333	231	22	14	30000.00000000	-30000.00000000	a,Caron's Dungeon\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
334	218	22	14	30000.00000000	-30000.00000000	a,Den of Evil\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
335	251	21	14	30000.00000000	-30000.00000000	a,Crypts of Disgrace\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
336	209	22	14	30000.00000000	-30000.00000000	a,Archaic Laboratory\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
337	249	23	14	30000.00000000	-30000.00000000	a,Frost Lake\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
338	214	23	13	30000.00000000	-30000.00000000	a,Sky Wagon Relic\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
339	247	25	15	-4500.00000000	-5500.00000000	a,The Last Imperial Tomb\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
340	244	25	15	-5600.00000000	-30000.00000000	a,Sepulcher of Great Sages\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
341	250	25	15	-4500.00000000	-5500.00000000	a,The Last Imperial Tomb\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
342	247	21	14	30000.00000000	-30000.00000000	a,Grave Robber Hideout\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
343	247	23	13	30000.00000000	-30000.00000000	a,Railroad Station\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
345	207	23	12	30000.00000000	-30000.00000000	a,Plunderous Plains\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
346	255	20	14	29998.00000000	-3900.00000000	a,Schuttgart Territory\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
347	252	23	14	30000.00000000	-30000.00000000	a,Ice Merchant Cabin\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
348	240	23	13	30000.00000000	-30000.00000000	a,Brigand Stronghold\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
349	250	21	21	30000.00000000	-30000.00000000	a,Fortress of Resistance\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
350	247	23	17	30000.00000000	-30000.00000000	a,Western Border Outpost\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
351	19	0	0	30000.00000000	-30000.00000000	a,The Immortal Plateau\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
352	20	0	0	30000.00000000	-30000.00000000	a,Spine Mountains\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
353	251	24	17	30000.00000000	-30000.00000000	a,Eastern Border Outpost\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
354	253	22	20	30000.00000000	-30000.00000000	a,Sel Mahum Training Grounds\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
355	242	20	17	30000.00000000	-30000.00000000	a,Primeval Plains\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
356	253	20	17	30000.00000000	-30000.00000000	a,Lost Nest\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
357	254	20	17	30000.00000000	-30000.00000000	a,Primeval Isle\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
358	251	18	10	-5000.00000000	-30000.00000000	a,Catacomb of the Heretic\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
359	251	19	10	-5000.00000000	-30000.00000000	a,Catacomb of the Apostate\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
360	251	20	10	-5000.00000000	-30000.00000000	a,Catacomb of the Forbidden Path\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
361	246	20	17	30000.00000000	-30000.00000000	a,Primeval Isle Wharf\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
362	250	20	17	30000.00000000	-30000.00000000	a,Sailren's Den\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
364	21	20	25	30000.00000000	-30000.00000000	a,Hellbound\0	1976	2620	-35600	217400	1024	1024	0.01440000	a,map_hellbound\0	0
365	255	20	25	30000.00000000	-30000.00000000	a,Steel Citadel\0	1976	2620	-35600	217400	1024	1024	0.01440000	a,map_hellbound\0	0
366	255	20	26	-5870.00000000	-10600.00000000	a,Steel Citadel\0	1976	2620	-35600	217400	1024	1024	0.01440000	a,map_hellbound\0	0
367	254	19	25	30000.00000000	-30000.00000000	a,Enchanted Megaliths\0	1976	2620	-35600	217400	1024	1024	0.01440000	a,map_hellbound\0	0
368	253	19	25	30000.00000000	-30000.00000000	a,Hidden Oasis\0	1976	2620	-35600	217400	1024	1024	0.01440000	a,map_hellbound\0	0
369	252	19	25	30000.00000000	-30000.00000000	a,Ancient Temple Remnants\0	1976	2620	-35600	217400	1024	1024	0.01440000	a,map_hellbound\0	0
370	251	19	25	30000.00000000	-30000.00000000	a,Sand Swept Dunes\0	1976	2620	-35600	217400	1024	1024	0.01440000	a,map_hellbound\0	0
371	250	19	25	30000.00000000	-30000.00000000	a,Caravan Encampment\0	1976	2620	-35600	217400	1024	1024	0.01440000	a,map_hellbound\0	0
372	249	19	25	30000.00000000	-30000.00000000	a,Hellbound Quarry\0	1976	2620	-35600	217400	1024	1024	0.01440000	a,map_hellbound\0	0
373	242	20	25	30000.00000000	-30000.00000000	a,Battered Lands\0	1976	2620	-35600	217400	1024	1024	0.01440000	a,map_hellbound\0	0
374	247	20	25	30000.00000000	-30000.00000000	a,Steel Citadel Outpost\0	1976	2620	-35600	217400	1024	1024	0.01440000	a,map_hellbound\0	0
375	246	20	25	30000.00000000	-30000.00000000	a,Anomic Foundry\0	1976	2620	-35600	217400	1024	1024	0.01440000	a,map_hellbound\0	0
376	245	20	25	30000.00000000	9500.00000000	a,Tower of Infinitum\0	1976	2620	-35600	217400	1024	1024	0.01440000	a,map_hellbound\0	0
377	244	20	25	30000.00000000	9500.00000000	a,Tully's Workshop\0	1976	2620	-35600	217400	1024	1024	0.01440000	a,map_hellbound\0	0
378	243	20	25	30000.00000000	9500.00000000	a,Tower of Naia\0	1976	2620	-35600	217400	1024	1024	0.01440000	a,map_hellbound\0	0
379	255	20	25	9500.00000000	-30000.00000000	a,Steel Citadel\0	1976	2620	-35600	217400	1024	1024	0.01440000	a,map_hellbound\0	0
380	255	20	25	9500.00000000	-30000.00000000	a,Steel Citadel\0	1976	2620	-35600	217400	1024	1024	0.01440000	a,map_hellbound\0	0
381	255	20	25	9500.00000000	-30000.00000000	a,Steel Citadel\0	1976	2620	-35600	217400	1024	1024	0.01440000	a,map_hellbound\0	0
383	22	23	22	30000.00000000	-30000.00000000	a,Isle of Prayer\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
384	255	24	22	-11000.00000000	-13000.00000000	a,Crystal Caverns\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
385	255	24	22	30000.00000000	-11000.00000000	a,Isle of Prayer\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
386	254	24	22	30000.00000000	-5000.00000000	a,Chromatic Highlands\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
387	253	24	23	-5750.00000000	-6210.00000000	a,Dark Cloud Mansion\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
388	253	24	23	30000.00000000	-5750.00000000	a,Isle of Prayer\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
389	252	24	23	30000.00000000	-5000.00000000	a,Coral Reef\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
390	251	24	23	30000.00000000	-1015.00000000	a,Parnassus\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
391	251	24	23	-1015.00000000	-30000.00000000	a,Isle of Prayer\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
392	253	24	22	-5000.00000000	-16000.00000000	a,Coral Garden\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
393	253	24	22	30000.00000000	-5000.00000000	a,Dark Cloud Mansion\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
394	250	24	22	-9000.00000000	-16000.00000000	a,Emerald Square\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
395	250	24	22	30000.00000000	-9000.00000000	a,Isle of Prayer\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
396	249	24	22	-7400.00000000	-16000.00000000	a,Steam Corridor\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
397	249	24	22	30000.00000000	-7400.00000000	a,Chromatic Highlands\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
398	246	24	22	-11000.00000000	-16000.00000000	a,Coral Garden\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
399	246	24	22	30000.00000000	-10000.00000000	a,Isle of Prayer\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
400	245	24	22	-14500.00000000	-16000.00000000	a,Coral Garden\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
401	245	24	22	-9000.00000000	-13000.00000000	a,Emerald Square\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
402	245	24	22	30000.00000000	-8500.00000000	a,Isle of Prayer\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
406	23	17	20	30000.00000000	-30000.00000000	a,Isle of Souls: Dystopia\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
407	253	16	19	30000.00000000	-30000.00000000	a,Isle of Souls\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
408	253	17	19	30000.00000000	-30000.00000000	a,Isle of Souls\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
409	255	16	19	30000.00000000	-30000.00000000	a,Kamael Village\0	251	1522	-127366	35800	1024	1024	0.05300000	a,map_kamael_village\0	0
410	255	17	19	-3650.00000000	-5400.00000000	a,Nornil's Cave\0	406	1516	-94215	39750	1024	1024	0.04900000	a,dungeon_map_nornil_cave\0	0
411	255	17	19	30000.00000000	-3650.00000000	a,Mimir's Forest\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
412	255	16	20	-6730.00000000	-15700.00000000	a,Nornil's Garden\0	405	1600	-124450	71670	1024	1024	0.05000000	a,dungeon_map_nornil_garden\0	0
413	255	16	20	30000.00000000	-6730.00000000	a,Hills of Gold\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
414	254	16	19	3300.00000000	-430.00000000	a,Cave of Souls\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
415	254	16	19	30000.00000000	3300.00000000	a,Isle of Souls\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
416	254	16	19	-430.00000000	-30000.00000000	a,Isle of Souls\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
417	252	16	19	30000.00000000	-30000.00000000	a,Mimir's Forest\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
418	252	17	19	30000.00000000	-30000.00000000	a,Mimir's Forest\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
419	251	16	19	30000.00000000	-30000.00000000	a,Hills of Gold\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
420	251	16	20	30000.00000000	-30000.00000000	a,Hills of Gold\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
421	251	17	19	30000.00000000	-30000.00000000	a,Hills of Gold\0	-1	-1	-1	-1	-1	-1	0.00000000	a,	0
