id	UNK_0	message	group	rgba[0]	rgba[1]	rgba[2]	rgba[3]	item_sound	sys_msg_ref	UNK_1[0]	UNK_1[1]	UNK_1[2]	UNK_1[3]	UNK_1[4]	sub_msg	type
472	1	a,You cannot expel yourself from the clan.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
473	1	a,Different alliance.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
474	1	a,That clan does not exist.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
475	1	a,Different alliance.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
476	1	a,Please adjust the image size to 8x12.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
477	1	a,No response. Invitation to join an alliance has been cancelled.\0	0	79	9B	B0	FF	a,ItemSound3.sys_denial\0	a,	0	0	0	0	0	a,	a,none\0
478	1	a,No response. Your entrance to the alliance has been cancelled.\0	0	79	9B	B0	FF	a,ItemSound3.sys_denial\0	a,	0	0	0	0	0	a,	a,none\0
479	1	a,$s1 has joined as a friend.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
480	1	a,Please check your friends list.\0	0	79	9B	B0	FF	a,ItemSound3.sys_failed\0	a,	0	0	0	0	0	a,	a,none\0
481	1	a,$s1 has been deleted from your friends list.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
482	1	a,You cannot add yourself to your own friend list.\0	0	79	9B	B0	FF	a,ItemSound3.sys_failed\0	a,	0	0	0	0	0	a,	a,none\0
483	1	a,This function is inaccessible right now.  Please try again later.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
484	1	a,This player is already registered on your friends list.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
485	1	a,No new friend invitations may be accepted.\0	0	79	9B	B0	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,none\0
486	1	a,The following user is not on your friends list.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
487	1	a,======<Friends List>======\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
488	1	a,$s1 (Currently: Online)\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
489	1	a,$s1 (Currently: Offline)\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
490	1	a,========================\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
491	1	a,=======<Alliance Information>=======\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
492	1	a,Alliance Name: $s1\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
493	1	a,Connection: $s1 / Total $s2\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
494	1	a,Alliance Leader: $s2 of $s1\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
495	1	a,Affiliated clans: Total $s1 clan(s)\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
496	1	a,=====<Clan Information>=====\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
497	1	a,Clan Name: $s1\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
498	1	a,Clan Leader:  $s1\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
499	1	a,Clan Level: $s1\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
500	1	a,------------------------\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
501	1	a,========================\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
502	1	a,You already belong to another alliance.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
503	1	a,Your friend $s1 just logged in.\0	0	79	9B	B0	FF	a,ItemSound3.sys_friend_login\0	a,	0	0	0	0	0	a,	a,none\0
504	1	a,Only clan leaders may create alliances.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
505	1	a,You cannot create a new alliance within 1 day of dissolution.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
506	1	a,Incorrect alliance name.  Please try again.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
507	1	a,Incorrect length for an alliance name.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
508	1	a,That alliance name already exists.\0	0	79	9B	B0	FF	a,ItemSound3.sys_character_failed\0	a,	0	0	0	0	0	a,	a,none\0
509	1	a,Unable to proceed. Clan ally is currently registered as an enemy for the siege.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
510	1	a,You have invited someone to your alliance.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
511	1	a,You must first select a user to invite.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
512	1	a,Do you really wish to withdraw from the alliance?\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
513	1	a,Enter the name of the clan you wish to expel.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
514	1	a,Do you really wish to dissolve the alliance? You cannot create a new alliance for 1 day.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
515	1	a,Enter a file name for the alliance crest.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
516	1	a,$s1 has invited you to be their friend.\0	0	79	9B	B0	FF	a,ItemSound3.sys_friend_invite\0	a,	0	0	0	0	0	a,	a,none\0
517	1	a,You have accepted the alliance.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
518	1	a,You have failed to invite a clan into the alliance.\0	0	79	9B	B0	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,none\0
519	1	a,You have withdrawn from the alliance.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
520	1	a,You have failed to withdraw from the alliance.\0	0	79	9B	B0	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,none\0
521	1	a,You have succeeded in expelling the clan.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
522	1	a,You have failed to expel a clan.\0	0	79	9B	B0	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,none\0
523	1	a,The alliance has been dissolved.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
524	1	a,You have failed to dissolve the alliance.\0	0	79	9B	B0	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,none\0
525	1	a,That person has been successfully added to your Friend List\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
526	1	a,You have failed to add a friend to your friends list.\0	0	79	9B	B0	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,none\0
527	1	a,$s1 leader, $s2, has requested an alliance.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
528	1	a,Unable to find file at target location.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
529	1	a,You may only register an 8 x 12 pixel, 256-color BMP.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
530	1	a,Your Spiritshot does not match the weapon's grade.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
531	1	a,You do not have enough Spiritshot for that.\0	0	79	9B	B0	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,none\0
532	1	a,You may not use Spiritshots.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
533	1	a,Your spiritshot has been enabled.\0	7	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,useitems\0
534	1	a,Your spiritshot has been disabled.\0	7	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,useitems\0
535	1	a,Enter a name for your pet.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
536	1	a,How much adena do you wish to transfer to your Inventory?\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
537	1	a,How much will you transfer?\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
538	1	a,Your SP has decreased by $s1.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
539	1	a,Your Experience has decreased by $s1.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
540	1	a,Clan leaders may not be deleted. Dissolve the clan first and try again.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
541	1	a,You may not delete a clan member. Withdraw from the clan first and try again.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
542	1	a,The NPC server is currently down. Pets and servitors cannot be summoned at this time.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
543	1	a,You already have a pet.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
544	1	a,Your pet cannot carry this item.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
545	1	a,Your pet cannot carry any more items. Remove some, then try again.\0	0	79	9B	B0	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,none\0
546	1	a,Your pet cannot carry any more items.\0	0	79	9B	B0	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,none\0
547	1	u,Summoning your pet…\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
548	1	a,Your pet's name can be up to 8 characters in length.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
549	1	a,To create an alliance, your clan must be Level 5 or higher.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
550	1	a,As you are currently schedule for clan dissolution, no alliance can be created.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
551	1	a,As you are currently schedule for clan dissolution, your clan level cannot be increased.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
552	1	a,As you are currently schedule for clan dissolution, you cannot register or delete a Clan Crest.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
553	1	a,The opposing clan has applied for dispersion.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
554	1	a,You cannot disperse the clans in your alliance.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
555	1	a,You cannot move - you are too encumbered.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
556	1	a,You cannot move in this state.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
557	1	a,As your pet is currently out, its summoning item cannot be destroyed.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
558	1	a,As your pet is currently summoned, you cannot discard the summoning item.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
559	1	a,You have purchased $s2 from $c1.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
560	1	a,You have purchased +$s2 $s3 from $c1.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
561	1	a,You have purchased $s3 $s2(s) from $c1.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
562	1	a,You may not crystallize this item. Your crystallization skill level is too low.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
563	1	a,Failed to disable attack target.\0	0	79	9B	B0	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,none\0
564	1	a,Failed to change attack target.\0	0	79	9B	B0	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,none\0
565	1	a,You don't have enough luck.\0	0	79	9B	B0	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,none\0
566	1	a,Your confusion spell failed.\0	0	79	9B	B0	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,none\0
567	1	a,Your fear spell failed.\0	0	79	9B	B0	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,none\0
568	1	a,Cubic Summoning failed.\0	0	79	9B	B0	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,none\0
569	1	a,Caution -- this item's price greatly differs from non-player run shops. Do you wish to continue?\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
570	1	a,How many  $s1(s) do you want to purchase?\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
571	1	a,How many  $s1(s) do you want to purchase?\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
572	1	a,Do you accept $c1's party invitation? (Item Distribution: Finders Keepers.)\0	0	79	9B	B0	FF	a,ItemSound3.sys_party_invite\0	a,	0	0	0	0	0	a,	a,none\0
573	1	a,Do you accept $c1's party invitation? (Item Distribution: Random.)\0	0	79	9B	B0	FF	a,ItemSound3.sys_party_invite\0	a,	0	0	0	0	0	a,	a,none\0
574	1	a,Pets and Servitors are not available at this time.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
575	1	a,How much adena do you wish to transfer to your pet?\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
576	1	a,How much do you wish to transfer?\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
577	1	a,You cannot summon during a trade or while using a private store.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
578	1	a,You cannot summon during combat.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
579	1	a,A pet cannot be unsummoned during battle.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
580	1	a,You may not use multiple pets or servitors at the same time.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
581	1	a,There is a space in the name.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
582	1	a,Inappropriate character name.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
583	1	a,Name includes forbidden words.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
584	1	a,This is already in use by another pet.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
585	1	a,Select the purchasing price\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
586	1	a,Pet items cannot be registered as shortcuts.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
587	1	a,Irregular system speed.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
588	1	a,Your pet's inventory is full.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
589	1	a,Dead pets cannot be returned to their summoning item.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
590	1	a,Your pet is dead and any attempt you make to give it something goes unrecognized.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
591	1	a,An invalid character is included in the pet's name.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
592	1	a,Do you wish to dismiss your pet? Dismissing your pet will cause the pet necklace to disappear.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
593	1	a,Starving, grumpy and fed up, your pet has left.\0	0	A0	D7	FE	FF	a,	a,	0	0	0	0	0	a,	a,none\0
594	1	a,You may not restore a hungry pet.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
595	1	a,Your pet is very hungry.\0	0	A0	D7	FE	FF	a,	a,	0	0	0	0	0	a,	a,none\0
596	1	a,Your pet ate a little, but is still hungry.\0	0	A0	D7	FE	FF	a,	a,	0	0	0	0	0	a,	a,none\0
597	1	a,Your pet is very hungry. Please be careful.\0	0	A0	D7	FE	FF	a,	a,	0	0	0	0	0	a,	a,none\0
598	1	a,You may not chat while you are invisible.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
599	1	a,The GM has an important notice. Chat has been temporarily disabled.\0	0	79	9B	B0	FF	a,ItemSound3.sys_broadcast\0	a,599\0	0	0	0	0	0	a,	a,none\0
600	1	a,You may not equip a pet item.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
601	1	a,There are $S1 petitions currently on the waiting list.\0	6	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,petition\0
602	1	a,The petition system is currently unavailable. Please try again later.\0	6	79	9B	B0	FF	a,	a,602\0	0	0	0	0	0	a,	a,petition\0
603	1	a,That item cannot be discarded or exchanged.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
604	1	a,You may not call forth a pet or summoned creature from this location.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
605	1	a,You can only enter up 128 names in your friends list.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
606	1	a,The Friend's List of the person you are trying to add is full, so registration is not possible.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
607	1	a,You do not have any further skills to learn. Come back when you have reached Level $s1.\0	4	79	9B	B0	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,popup\0
608	1	a,$c1 has obtained $s3 $s2 by using sweeper.\0	0	0	FF	FF	FF	a,	a,	0	0	0	0	0	a,	a,none\0
609	1	a,$c1 has obtained $s2 by using sweeper.\0	0	0	FF	FF	FF	a,	a,	0	0	0	0	0	a,	a,none\0
610	1	a,Your skill has been canceled due to lack of HP.\0	0	79	9B	B0	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,none\0
611	1	a,You have succeeded in Confusing the enemy.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
612	1	a,The Spoil condition has been activated.\0	0	79	9B	B0	FF	a,ItemSound3.sys_spoil_success\0	a,	0	0	0	0	0	a,	a,none\0
613	1	a,======<Ignore List>======\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
614	1	a,$c1 : $c2\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
615	1	a,You have failed to register the user to your Ignore List.\0	0	79	9B	B0	FF	a,ItemSound3.sys_failed\0	a,	0	0	0	0	0	a,	a,none\0
616	1	a,You have failed to delete the character.\0	0	79	9B	B0	FF	a,ItemSound3.sys_failed\0	a,	0	0	0	0	0	a,	a,none\0
617	1	a,$s1 has been added to your Ignore List.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
618	1	a,$s1 has been removed from your Ignore List.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
619	1	a,$s1 has placed you on his/her Ignore List.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
620	1	a,$s1 has placed you on his/her Ignore List.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
621	1	a,Game connection attempted through a restricted IP.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
622	1	a,You may not make a declaration of war during an alliance battle.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
623	1	a,Your opponent has exceeded the number of simultaneous alliance battles allowed.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
624	1	a,Clan leader $s1 is not currently connected to the game server.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
625	1	a,Your request for an Alliance Battle truce has been denied.\0	0	79	9B	B0	FF	a,ItemSound3.sys_denial\0	a,	0	0	0	0	0	a,	a,none\0
626	1	a,The $s1 clan did not respond: war proclamation has been refused.\0	0	79	9B	B0	FF	a,ItemSound3.sys_denial\0	a,	0	0	0	0	0	a,	a,none\0
627	1	a,Clan battle has been refused because you did not respond to $s1's war proclamation.\0	0	79	9B	B0	FF	a,ItemSound3.sys_denial\0	a,	0	0	0	0	0	a,	a,none\0
628	1	a,You have already been at war with the $s1 clan: 5 days must pass before you can declare war again.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
629	1	a,Your opponent has exceeded the number of simultaneous alliance battles allowed.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
630	1	a,War with clan $s1 has begun.\0	4	79	9B	B0	FF	a,	a,630\0	0	0	0	0	0	a,	a,popup\0
631	1	a,War with clan $s1 is over.\0	4	79	9B	B0	FF	a,	a,631\0	0	0	0	0	0	a,	a,popup\0
632	1	a,You have won the war over the $s1 clan!\0	4	79	9B	B0	FF	a,	a,632\0	0	0	0	0	0	a,	a,popup\0
633	1	a,You have surrendered to the $s1 clan.\0	4	79	9B	B0	FF	a,	a,633\0	0	0	0	0	0	a,	a,popup\0
634	1	a,Your alliance leader has been slain. You have been defeated by the $s1 clan.\0	4	79	9B	B0	FF	a,	a,634\0	0	0	0	0	0	a,	a,popup\0
635	1	a,The time limit for the clan war has been exceeded. War with the $s1 clan is over.\0	4	79	9B	B0	FF	a,	a,635\0	0	0	0	0	0	a,	a,popup\0
636	1	a,You are not involved in a clan war.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
637	1	a,A clan ally has registered itself to the opponent.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
638	1	a,You have already requested a Castle Siege.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
639	1	a,Your application has been denied because you have already submitted a request for another Castle Siege.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
640	1	a,You have failed to refuse castle defense aid.\0	5	79	9B	B0	FF	a,ItemSound3.sys_failed\0	a,	0	0	0	0	0	a,	a,error\0
641	1	a,You have failed to approve castle defense aid.\0	5	79	9B	B0	FF	a,ItemSound3.sys_failed\0	a,	0	0	0	0	0	a,	a,error\0
642	1	a,You are already registered to the attacker side and must cancel your registration before submitting your request.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
643	1	a,You have already registered to the defender side and must cancel your registration before submitting your request.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
644	1	a,You are not yet registered for the castle siege.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
645	1	a,Only clans of level 5 or higher may register for a castle siege.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
646	1	a,You do not have the authority to modify the castle defender list.\0	5	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,error\0
647	1	a,You do not have the authority to modify the siege time.\0	5	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,error\0
648	1	a,No more registrations may be accepted for the attacker side.\0	0	79	9B	B0	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,none\0
649	1	a,No more registrations may be accepted for the defender side.\0	0	79	9B	B0	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,none\0
650	1	a,You may not summon from your current location.\0	0	79	9B	B0	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,none\0
651	1	a,Place $s1 in the current location and direction. Do you wish to continue?\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
652	1	a,The target of the summoned monster is wrong.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
653	1	a,You do not have the authority to position mercenaries.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
654	1	a,You do not have the authority to cancel mercenary positioning.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
655	1	a,Mercenaries cannot be positioned here.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
656	1	a,This mercenary cannot be positioned anymore.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
657	1	a,Positioning cannot be done here because the distance between mercenaries is too short.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
658	1	a,This is not a mercenary of a castle that you own and so you cannot cancel its positioning.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
659	1	a,This is not the time for siege registration and so registrations cannot be accepted or rejected.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
660	1	a,This is not the time for siege registration and so registration and cancellation cannot be done.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
661	1	a,This character cannot be spoiled.\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
662	1	a,The other player is rejecting friend invitations.\0	0	79	9B	B0	FF	a,ItemSound3.sys_denial\0	a,	0	0	0	0	0	a,	a,none\0
663	1	a,The siege time has been declared for $s. It is not possible to change the time after a siege time has been declared. Do you want to continue?\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
664	1	a,Please choose a person to receive.\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
665	1	a,$s2 of $s1 alliance is applying for alliance war. Do you want to accept the challenge?\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
666	1	a,A request for ceasefire has been received from $s1 alliance. Do you agree?\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
667	1	a,You are registering on the attacking side of the $s1 siege. Do you want to continue?\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
668	1	a,You are registering on the defending side of the $s1 siege. Do you want to continue?\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
669	1	a,You are canceling your application to participate in the $s1 castle siege. Do you want to continue?\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
670	1	a,You are declining the registration of clan $s1 as a defender. Do you want to continue?\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
671	1	a,You are accepting the registration of clan $s1 as a defender. Do you want to continue?\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
672	1	a,$s1 adena disappeared.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
673	1	a,Only a clan leader whose clan is of level 2 or higher is allowed to participate in a clan hall auction.\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
674	1	a,It has not yet been seven days since canceling an auction.\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
